datetime,Global_active_power,lag1,lag24,lag168,hour,dow
2006-12-26 00:00:00,2.4242666,2.5922332,0.9995667,0.83713335,0,1
2006-12-26 01:00:00,2.4026334,2.4242666,1.2067666,0.35303333,1,1
2006-12-26 02:00:00,2.4109335,2.4026334,0.43800002,0.32723334,2,1
2006-12-26 03:00:00,2.4490666,2.4109335,0.58996665,0.3083,3,1
2006-12-26 04:00:00,2.9925,2.4490666,0.5786667,0.32783332,4,1
2006-12-26 05:00:00,2.3877332,2.9925,0.6201,0.30666667,5,1
2006-12-26 06:00:00,2.3881998,2.3877332,0.26406667,0.7963333,6,1
2006-12-26 07:00:00,3.1360667,2.3881998,0.67679995,1.7856333,7,1
2006-12-26 08:00:00,2.3659332,3.1360667,2.6111,3.8790333,8,1
2006-12-26 09:00:00,3.5450666,2.3659332,1.4934667,1.6177667,9,1
2006-12-26 10:00:00,4.0419,3.5450666,1.9156667,0.43713334,10,1
2006-12-26 11:00:00,2.3735335,4.0419,3.0446,2.3216333,11,1
2006-12-26 12:00:00,2.4647,2.3735335,2.9126,0.43066666,12,1
2006-12-26 13:00:00,2.8868,2.4647,2.2249334,0.30046666,13,1
2006-12-26 14:00:00,3.8265998,2.8868,1.7837334,0.30213335,14,1
2006-12-26 15:00:00,2.6296,3.8265998,1.7403333,0.42136666,15,1
2006-12-26 16:00:00,3.4507334,2.6296,3.8728333,1.3721334,16,1
2006-12-26 17:00:00,3.3423333,3.4507334,2.0718,2.1115,17,1
2006-12-26 18:00:00,3.2467,3.3423333,2.4230666,2.2047,18,1
2006-12-26 19:00:00,3.034,3.2467,1.6294999,1.8421,19,1
2006-12-26 20:00:00,3.479,3.034,1.9771333,2.9405334,20,1
2006-12-26 21:00:00,2.6584,3.479,3.8368669,1.4428667,21,1
2006-12-26 22:00:00,0.8636,2.6584,4.2148666,0.72,22,1
2006-12-26 23:00:00,0.7682,0.8636,2.5922332,0.38369998,23,1
2006-12-27 00:00:00,0.4829667,0.7682,2.4242666,0.45983332,0,2
2006-12-27 01:00:00,0.49346668,0.4829667,2.4026334,0.25866666,1,2
2006-12-27 02:00:00,0.4795,0.49346668,2.4109335,0.78436667,2,2
2006-12-27 03:00:00,0.44413334,0.4795,2.4490666,0.31003332,3,2
2006-12-27 04:00:00,0.47403333,0.44413334,2.9925,0.289,4,2
2006-12-27 05:00:00,1.0365334,0.47403333,2.3877332,0.2627,5,2
2006-12-27 06:00:00,0.4744,1.0365334,2.3881998,0.2836,6,2
2006-12-27 07:00:00,2.0498667,0.4744,3.1360667,1.5266334,7,2
2006-12-27 08:00:00,2.1647334,2.0498667,2.3659332,2.9176,8,2
2006-12-27 09:00:00,2.3289669,2.1647334,3.5450666,1.3855335,9,2
2006-12-27 10:00:00,2.3169668,2.3289669,4.0419,1.5102999,10,2
2006-12-27 11:00:00,1.3155999,2.3169668,2.3735335,2.8924,11,2
2006-12-27 12:00:00,1.0784,1.3155999,2.4647,1.4210334,12,2
2006-12-27 13:00:00,0.26416668,1.0784,2.8868,1.4284,13,2
2006-12-27 14:00:00,0.26383334,0.26416668,3.8265998,1.2949001,14,2
2006-12-27 15:00:00,0.3332,0.26383334,2.6296,0.28113332,15,2
2006-12-27 16:00:00,0.29680002,0.3332,3.4507334,0.46843332,16,2
2006-12-27 17:00:00,0.50126666,0.29680002,3.3423333,0.5735,17,2
2006-12-27 18:00:00,1.8244,0.50126666,3.2467,2.8368335,18,2
2006-12-27 19:00:00,1.7362667,1.8244,3.034,3.2486334,19,2
2006-12-27 20:00:00,2.3531,1.7362667,3.479,3.5754666,20,2
2006-12-27 21:00:00,1.3297333,2.3531,2.6584,3.646067,21,2
2006-12-27 22:00:00,1.0835,1.3297333,0.8636,3.0589666,22,2
2006-12-27 23:00:00,0.3535,1.0835,0.7682,2.3817668,23,2
2006-12-28 00:00:00,1.0185333,0.3535,0.4829667,1.5358666,0,3
2006-12-28 01:00:00,0.27773333,1.0185333,0.49346668,1.3979666,1,3
2006-12-28 02:00:00,0.31616667,0.27773333,0.4795,1.2749001,2,3
2006-12-28 03:00:00,0.2988,0.31616667,0.44413334,0.3026,3,3
2006-12-28 04:00:00,0.3101,0.2988,0.47403333,0.24673334,4,3
2006-12-28 05:00:00,0.2894,0.3101,1.0365334,0.2907,5,3
2006-12-28 06:00:00,0.2925667,0.2894,0.4744,0.29566666,6,3
2006-12-28 07:00:00,1.0433333,0.2925667,2.0498667,1.2804667,7,3
2006-12-28 08:00:00,2.5357332,1.0433333,2.1647334,1.5630333,8,3
2006-12-28 09:00:00,1.3215333,2.5357332,2.3289669,2.5758002,9,3
2006-12-28 10:00:00,0.32606664,1.3215333,2.3169668,1.7677,10,3
2006-12-28 11:00:00,0.27993333,0.32606664,1.3155999,0.53465515,11,3
2006-12-28 12:00:00,0.271,0.27993333,1.0784,0.81913334,12,3
2006-12-28 13:00:00,0.6986333,0.271,0.26416668,1.6882333,13,3
2006-12-28 14:00:00,1.8085667,0.6986333,0.26383334,1.0239,14,3
2006-12-28 15:00:00,1.5743333,1.8085667,0.3332,0.30740002,15,3
2006-12-28 16:00:00,1.5589668,1.5743333,0.29680002,1.3600667,16,3
2006-12-28 17:00:00,2.4325333,1.5589668,0.50126666,1.7526333,17,3
2006-12-28 18:00:00,2.5439,2.4325333,1.8244,2.4433,18,3
2006-12-28 19:00:00,2.8485,2.5439,1.7362667,2.1971333,19,3
2006-12-28 20:00:00,2.1167667,2.8485,2.3531,2.4373667,20,3
2006-12-28 21:00:00,5.035333,2.1167667,1.3297333,0.98226666,21,3
2006-12-28 22:00:00,3.2142,5.035333,1.0835,0.28026667,22,3
2006-12-28 23:00:00,2.1313334,3.2142,0.3535,0.27043334,23,3
2006-12-29 00:00:00,1.4093333,2.1313334,1.0185333,0.26693335,0,4
2006-12-29 01:00:00,1.9941667,1.4093333,0.27773333,0.27199998,1,4
2006-12-29 02:00:00,2.1516335,1.9941667,0.31616667,0.26763335,2,4
2006-12-29 03:00:00,2.4526668,2.1516335,0.2988,0.27386665,3,4
2006-12-29 04:00:00,2.4714332,2.4526668,0.3101,0.26426667,4,4
2006-12-29 05:00:00,2.3861,2.4714332,0.2894,0.8068333,5,4
2006-12-29 06:00:00,2.4389,2.3861,0.2925667,0.47963333,6,4
2006-12-29 07:00:00,3.8387668,2.4389,1.0433333,1.7232,7,4
2006-12-29 08:00:00,3.6947668,3.8387668,2.5357332,2.7444,8,4
2006-12-29 09:00:00,3.4348998,3.6947668,1.3215333,1.8963,9,4
2006-12-29 10:00:00,2.4225335,3.4348998,0.32606664,1.3449667,10,4
2006-12-29 11:00:00,1.3891666,2.4225335,0.27993333,1.2525667,11,4
2006-12-29 12:00:00,1.5557333,1.3891666,0.271,1.2284666,12,4
2006-12-29 13:00:00,1.7093333,1.5557333,0.6986333,0.6719,13,4
2006-12-29 14:00:00,1.4185001,1.7093333,1.8085667,0.81556666,14,4
2006-12-29 15:00:00,0.62810004,1.4185001,1.5743333,1.4516333,15,4
2006-12-29 16:00:00,0.31786668,0.62810004,1.5589668,1.5712,16,4
2006-12-29 17:00:00,0.89239997,0.31786668,2.4325333,1.4968,17,4
2006-12-29 18:00:00,1.8926333,0.89239997,2.5439,2.6869667,18,4
2006-12-29 19:00:00,1.7913334,1.8926333,2.8485,3.9381666,19,4
2006-12-29 20:00:00,3.4718332,1.7913334,2.1167667,3.5360668,20,4
2006-12-29 21:00:00,4.3137336,3.4718332,5.035333,4.548667,21,4
2006-12-29 22:00:00,3.6660335,4.3137336,3.2142,3.0650668,22,4
2006-12-29 23:00:00,1.1646667,3.6660335,2.1313334,2.4192,23,4
2006-12-30 00:00:00,0.2947,1.1646667,1.4093333,1.6982332,0,5
2006-12-30 01:00:00,0.3153,0.2947,1.9941667,1.7228,1,5
2006-12-30 02:00:00,0.27943334,0.3153,2.1516335,1.7007667,2,5
2006-12-30 03:00:00,0.30576667,0.27943334,2.4526668,1.7715334,3,5
2006-12-30 04:00:00,0.30093333,0.30576667,2.4714332,1.8916,4,5
2006-12-30 05:00:00,0.27783334,0.30093333,2.3861,2.2291,5,5
2006-12-30 06:00:00,0.9067667,0.27783334,2.4389,1.6493666,6,5
2006-12-30 07:00:00,0.25656667,0.9067667,3.8387668,4.023367,7,5
2006-12-30 08:00:00,1.5167333,0.25656667,3.6947668,4.190833,8,5
2006-12-30 09:00:00,3.2357666,1.5167333,3.4348998,3.2463999,9,5
2006-12-30 10:00:00,4.6647935,3.2357666,2.4225335,2.9721668,10,5
2006-12-30 11:00:00,3.8858669,4.6647935,1.3891666,3.159,11,5
2006-12-30 12:00:00,3.1450999,3.8858669,1.5557333,2.9287999,12,5
2006-12-30 13:00:00,2.2929666,3.1450999,1.7093333,3.4063,13,5
2006-12-30 14:00:00,1.7899334,2.2929666,1.4185001,3.7579665,14,5
2006-12-30 15:00:00,2.4495332,1.7899334,0.62810004,4.0491,15,5
2006-12-30 16:00:00,3.9555666,2.4495332,0.31786668,4.3490996,16,5
2006-12-30 17:00:00,2.5811665,3.9555666,0.89239997,5.4525332,17,5
2006-12-30 18:00:00,3.8627,2.5811665,1.8926333,3.8793998,18,5
2006-12-30 19:00:00,3.7530334,3.8627,1.7913334,4.117833,19,5
2006-12-30 20:00:00,3.0760665,3.7530334,3.4718332,4.1814,20,5
2006-12-30 21:00:00,2.0379999,3.0760665,4.3137336,3.2884333,21,5
2006-12-30 22:00:00,0.7491333,2.0379999,3.6660335,4.3279333,22,5
2006-12-30 23:00:00,0.7102,0.7491333,1.1646667,5.5624666,23,5
2006-12-31 00:00:00,0.67623335,0.7102,0.2947,4.028,0,6
2006-12-31 01:00:00,0.7161667,0.67623335,0.3153,3.2756999,1,6
2006-12-31 02:00:00,0.7219333,0.7161667,0.27943334,2.3030334,2,6
2006-12-31 03:00:00,0.77856666,0.7219333,0.30576667,1.6067666,3,6
2006-12-31 04:00:00,1.2777667,0.77856666,0.30093333,1.5761,4,6
2006-12-31 05:00:00,1.0507667,1.2777667,0.27783334,1.6319001,5,6
2006-12-31 06:00:00,2.5013666,1.0507667,0.9067667,1.8952,6,6
2006-12-31 07:00:00,3.3644998,2.5013666,0.25656667,1.4764,7,6
2006-12-31 08:00:00,4.0845666,3.3644998,1.5167333,1.4277667,8,6
2006-12-31 09:00:00,2.7232,4.0845666,3.2357666,2.7256665,9,6
2006-12-31 10:00:00,2.9149332,2.7232,4.6647935,2.6753335,10,6
2006-12-31 11:00:00,3.3595002,2.9149332,3.8858669,2.0929332,11,6
2006-12-31 12:00:00,3.8529668,3.3595002,3.1450999,1.5,12,6
2006-12-31 13:00:00,3.6025667,3.8529668,2.2929666,3.2399333,13,6
2006-12-31 14:00:00,3.0813,3.6025667,1.7899334,1.3715333,14,6
2006-12-31 15:00:00,2.4882667,3.0813,2.4495332,3.0968332,15,6
2006-12-31 16:00:00,2.838,2.4882667,3.9555666,2.0071332,16,6
2006-12-31 17:00:00,2.7502668,2.838,2.5811665,1.6865001,17,6
2006-12-31 18:00:00,2.4104667,2.7502668,3.8627,0.5052,18,6
2006-12-31 19:00:00,2.4342666,2.4104667,3.7530334,0.45403334,19,6
2006-12-31 20:00:00,2.4249334,2.4342666,3.0760665,0.4741,20,6
2006-12-31 21:00:00,2.4436333,2.4249334,2.0379999,0.48403332,21,6
2006-12-31 22:00:00,2.6360002,2.4436333,0.7491333,0.47976667,22,6
2006-12-31 23:00:00,3.1044335,2.6360002,0.7102,0.48633334,23,6
2007-01-01 00:00:00,2.5506332,3.1044335,0.67623335,0.9995667,0,0
2007-01-01 01:00:00,2.5234,2.5506332,0.7161667,1.2067666,1,0
2007-01-01 02:00:00,2.5823333,2.5234,0.7219333,0.43800002,2,0
2007-01-01 03:00:00,2.5416667,2.5823333,0.77856666,0.58996665,3,0
2007-01-01 04:00:00,2.4757335,2.5416667,1.2777667,0.5786667,4,0
2007-01-01 05:00:00,2.4762335,2.4757335,1.0507667,0.6201,5,0
2007-01-01 06:00:00,2.4558,2.4762335,2.5013666,0.26406667,6,0
2007-01-01 07:00:00,2.4472,2.4558,3.3644998,0.67679995,7,0
2007-01-01 08:00:00,2.4417334,2.4472,4.0845666,2.6111,8,0
2007-01-01 09:00:00,3.1461334,2.4417334,2.7232,1.4934667,9,0
2007-01-01 10:00:00,2.6617332,3.1461334,2.9149332,1.9156667,10,0
2007-01-01 11:00:00,2.576,2.6617332,3.3595002,3.0446,11,0
2007-01-01 12:00:00,2.6158667,2.576,3.8529668,2.9126,12,0
2007-01-01 13:00:00,2.1624,2.6158667,3.6025667,2.2249334,13,0
2007-01-01 14:00:00,1.2944,2.1624,3.0813,1.7837334,14,0
2007-01-01 15:00:00,1.9091667,1.2944,2.4882667,1.7403333,15,0
2007-01-01 16:00:00,1.3901,1.9091667,2.838,3.8728333,16,0
2007-01-01 17:00:00,1.6320667,1.3901,2.7502668,2.0718,17,0
2007-01-01 18:00:00,1.4619,1.6320667,2.4104667,2.4230666,18,0
2007-01-01 19:00:00,0.7323,1.4619,2.4342666,1.6294999,19,0
2007-01-01 20:00:00,0.41230002,0.7323,2.4249334,1.9771333,20,0
2007-01-01 21:00:00,0.43393332,0.41230002,2.4436333,3.8368669,21,0
2007-01-01 22:00:00,0.44373333,0.43393332,2.6360002,4.2148666,22,0
2007-01-01 23:00:00,0.44996664,0.44373333,3.1044335,2.5922332,23,0
2007-01-02 00:00:00,0.44643334,0.44996664,2.5506332,2.4242666,0,1
2007-01-02 01:00:00,0.43673334,0.44643334,2.5234,2.4026334,1,1
2007-01-02 02:00:00,0.43156666,0.43673334,2.5823333,2.4109335,2,1
2007-01-02 03:00:00,0.46416667,0.43156666,2.5416667,2.4490666,3,1
2007-01-02 04:00:00,1.0399667,0.46416667,2.4757335,2.9925,4,1
2007-01-02 05:00:00,0.7106,1.0399667,2.4762335,2.3877332,5,1
2007-01-02 06:00:00,0.44696668,0.7106,2.4558,2.3881998,6,1
2007-01-02 07:00:00,0.41256666,0.44696668,2.4472,3.1360667,7,1
2007-01-02 08:00:00,0.4544,0.41256666,2.4417334,2.3659332,8,1
2007-01-02 09:00:00,0.41763335,0.4544,3.1461334,3.5450666,9,1
2007-01-02 10:00:00,0.4459,0.41763335,2.6617332,4.0419,10,1
2007-01-02 11:00:00,0.43276665,0.4459,2.576,2.3735335,11,1
2007-01-02 12:00:00,0.42596668,0.43276665,2.6158667,2.4647,12,1
2007-01-02 13:00:00,0.45900002,0.42596668,2.1624,2.8868,13,1
2007-01-02 14:00:00,0.43843332,0.45900002,1.2944,3.8265998,14,1
2007-01-02 15:00:00,1.4381001,0.43843332,1.9091667,2.6296,15,1
2007-01-02 16:00:00,1.4590666,1.4381001,1.3901,3.4507334,16,1
2007-01-02 17:00:00,2.1362,1.4590666,1.6320667,3.3423333,17,1
2007-01-02 18:00:00,1.9720666,2.1362,1.4619,3.2467,18,1
2007-01-02 19:00:00,1.5182999,1.9720666,0.7323,3.034,19,1
2007-01-02 20:00:00,2.5735333,1.5182999,0.41230002,3.479,20,1
2007-01-02 21:00:00,1.3214334,2.5735333,0.43393332,2.6584,21,1
2007-01-02 22:00:00,0.52823335,1.3214334,0.44373333,0.8636,22,1
2007-01-02 23:00:00,0.7439,0.52823335,0.44996664,0.7682,23,1
2007-01-03 00:00:00,1.1254333,0.7439,0.44643334,0.4829667,0,2
2007-01-03 01:00:00,0.9007,1.1254333,0.43673334,0.49346668,1,2
2007-01-03 02:00:00,0.30483335,0.9007,0.43156666,0.4795,2,2
2007-01-03 03:00:00,0.3333,0.30483335,0.46416667,0.44413334,3,2
2007-01-03 04:00:00,0.29883334,0.3333,1.0399667,0.47403333,4,2
2007-01-03 05:00:00,0.95163333,0.29883334,0.7106,1.0365334,5,2
2007-01-03 06:00:00,0.33433333,0.95163333,0.44696668,0.4744,6,2
2007-01-03 07:00:00,0.3017,0.33433333,0.41256666,2.0498667,7,2
2007-01-03 08:00:00,0.31960002,0.3017,0.4544,2.1647334,8,2
2007-01-03 09:00:00,0.6025,0.31960002,0.41763335,2.3289669,9,2
2007-01-03 10:00:00,0.8742333,0.6025,0.4459,2.3169668,10,2
2007-01-03 11:00:00,0.9764,0.8742333,0.43276665,1.3155999,11,2
2007-01-03 12:00:00,1.3977666,0.9764,0.42596668,1.0784,12,2
2007-01-03 13:00:00,1.4199333,1.3977666,0.45900002,0.26416668,13,2
2007-01-03 14:00:00,1.0903666,1.4199333,0.43843332,0.26383334,14,2
2007-01-03 15:00:00,0.302,1.0903666,1.4381001,0.3332,15,2
2007-01-03 16:00:00,0.36766666,0.302,1.4590666,0.29680002,16,2
2007-01-03 17:00:00,0.28513333,0.36766666,2.1362,0.50126666,17,2
2007-01-03 18:00:00,0.3612,0.28513333,1.9720666,1.8244,18,2
2007-01-03 19:00:00,0.289,0.3612,1.5182999,1.7362667,19,2
2007-01-03 20:00:00,0.32626668,0.289,2.5735333,2.3531,20,2
2007-01-03 21:00:00,1.1154333,0.32626668,1.3214334,1.3297333,21,2
2007-01-03 22:00:00,0.9540333,1.1154333,0.52823335,1.0835,22,2
2007-01-03 23:00:00,1.6686,0.9540333,0.7439,0.3535,23,2
2007-01-04 00:00:00,3.3750665,1.6686,1.1254333,1.0185333,0,3
2007-01-04 01:00:00,2.8967333,3.3750665,0.9007,0.27773333,1,3
2007-01-04 02:00:00,2.3873334,2.8967333,0.30483335,0.31616667,2,3
2007-01-04 03:00:00,2.3620334,2.3873334,0.3333,0.2988,3,3
2007-01-04 04:00:00,2.3700333,2.3620334,0.29883334,0.3101,4,3
2007-01-04 05:00:00,2.3452,2.3700333,0.95163333,0.2894,5,3
2007-01-04 06:00:00,2.3587334,2.3452,0.33433333,0.2925667,6,3
2007-01-04 07:00:00,2.3262334,2.3587334,0.3017,1.0433333,7,3
2007-01-04 08:00:00,2.4038,2.3262334,0.31960002,2.5357332,8,3
2007-01-04 09:00:00,2.6670668,2.4038,0.6025,1.3215333,9,3
2007-01-04 10:00:00,1.8980333,2.6670668,0.8742333,0.32606664,10,3
2007-01-04 11:00:00,2.0063334,1.8980333,0.9764,0.27993333,11,3
2007-01-04 12:00:00,4.066567,2.0063334,1.3977666,0.271,12,3
2007-01-04 13:00:00,3.5450666,4.066567,1.4199333,0.6986333,13,3
2007-01-04 14:00:00,2.0132,3.5450666,1.0903666,1.8085667,14,3
2007-01-04 15:00:00,0.8793,2.0132,0.302,1.5743333,15,3
2007-01-04 16:00:00,3.2898,0.8793,0.36766666,1.5589668,16,3
2007-01-04 17:00:00,2.7412999,3.2898,0.28513333,2.4325333,17,3
2007-01-04 18:00:00,2.6055,2.7412999,0.3612,2.5439,18,3
2007-01-04 19:00:00,2.8540666,2.6055,0.289,2.8485,19,3
2007-01-04 20:00:00,1.4985334,2.8540666,0.32626668,2.1167667,20,3
2007-01-04 21:00:00,0.4788,1.4985334,1.1154333,5.035333,21,3
2007-01-04 22:00:00,0.41966668,0.4788,0.9540333,3.2142,22,3
2007-01-04 23:00:00,0.53513336,0.41966668,1.6686,2.1313334,23,3
2007-01-05 00:00:00,1.9680333,0.53513336,3.3750665,1.4093333,0,4
2007-01-05 01:00:00,2.3868334,1.9680333,2.8967333,1.9941667,1,4
2007-01-05 02:00:00,2.3947334,2.3868334,2.3873334,2.1516335,2,4
2007-01-05 03:00:00,2.4157,2.3947334,2.3620334,2.4526668,3,4
2007-01-05 04:00:00,2.3970335,2.4157,2.3700333,2.4714332,4,4
2007-01-05 05:00:00,2.4073668,2.3970335,2.3452,2.3861,5,4
2007-01-05 06:00:00,2.3678,2.4073668,2.3587334,2.4389,6,4
2007-01-05 07:00:00,2.3515332,2.3678,2.3262334,3.8387668,7,4
2007-01-05 08:00:00,2.3169334,2.3515332,2.4038,3.6947668,8,4
2007-01-05 09:00:00,2.3642,2.3169334,2.6670668,3.4348998,9,4
2007-01-05 10:00:00,2.6560333,2.3642,1.8980333,2.4225335,10,4
2007-01-05 11:00:00,0.35583335,2.6560333,2.0063334,1.3891666,11,4
2007-01-05 12:00:00,0.3544,0.35583335,4.066567,1.5557333,12,4
2007-01-05 13:00:00,0.3417667,0.3544,3.5450666,1.7093333,13,4
2007-01-05 14:00:00,0.3773333,0.3417667,2.0132,1.4185001,14,4
2007-01-05 15:00:00,0.47783333,0.3773333,0.8793,0.62810004,15,4
2007-01-05 16:00:00,0.8365,0.47783333,3.2898,0.31786668,16,4
2007-01-05 17:00:00,2.2407334,0.8365,2.7412999,0.89239997,17,4
2007-01-05 18:00:00,2.3996,2.2407334,2.6055,1.8926333,18,4
2007-01-05 19:00:00,2.0389,2.3996,2.8540666,1.7913334,19,4
2007-01-05 20:00:00,2.9757001,2.0389,1.4985334,3.4718332,20,4
2007-01-05 21:00:00,2.6744,2.9757001,0.4788,4.3137336,21,4
2007-01-05 22:00:00,2.3847,2.6744,0.41966668,3.6660335,22,4
2007-01-05 23:00:00,1.7388333,2.3847,0.53513336,1.1646667,23,4
2007-01-06 00:00:00,1.4930667,1.7388333,1.9680333,0.2947,0,5
2007-01-06 01:00:00,0.43346664,1.4930667,2.3868334,0.3153,1,5
2007-01-06 02:00:00,0.33333334,0.43346664,2.3947334,0.27943334,2,5
2007-01-06 03:00:00,0.31286666,0.33333334,2.4157,0.30576667,3,5
2007-01-06 04:00:00,0.30356666,0.31286666,2.3970335,0.30093333,4,5
2007-01-06 05:00:00,0.33526665,0.30356666,2.4073668,0.27783334,5,5
2007-01-06 06:00:00,0.29873332,0.33526665,2.3678,0.9067667,6,5
2007-01-06 07:00:00,0.33699998,0.29873332,2.3515332,0.25656667,7,5
2007-01-06 08:00:00,0.29540002,0.33699998,2.3169334,1.5167333,8,5
2007-01-06 09:00:00,0.62313336,0.29540002,2.3642,3.2357666,9,5
2007-01-06 10:00:00,1.5255666,0.62313336,2.6560333,4.6647935,10,5
2007-01-06 11:00:00,2.5922,1.5255666,0.35583335,3.8858669,11,5
2007-01-06 12:00:00,4.002933,2.5922,0.3544,3.1450999,12,5
2007-01-06 13:00:00,1.8904334,4.002933,0.3417667,2.2929666,13,5
2007-01-06 14:00:00,1.6995666,1.8904334,0.3773333,1.7899334,14,5
2007-01-06 15:00:00,1.1487,1.6995666,0.47783333,2.4495332,15,5
2007-01-06 16:00:00,0.88126665,1.1487,0.8365,3.9555666,16,5
2007-01-06 17:00:00,0.89896667,0.88126665,2.2407334,2.5811665,17,5
2007-01-06 18:00:00,0.85553336,0.89896667,2.3996,3.8627,18,5
2007-01-06 19:00:00,1.8340334,0.85553336,2.0389,3.7530334,19,5
2007-01-06 20:00:00,1.0151334,1.8340334,2.9757001,3.0760665,20,5
2007-01-06 21:00:00,1.0125333,1.0151334,2.6744,2.0379999,21,5
2007-01-06 22:00:00,0.51166666,1.0125333,2.3847,0.7491333,22,5
2007-01-06 23:00:00,0.50526667,0.51166666,1.7388333,0.7102,23,5
2007-01-07 00:00:00,0.90320003,0.50526667,1.4930667,0.67623335,0,6
2007-01-07 01:00:00,0.29643333,0.90320003,0.43346664,0.7161667,1,6
2007-01-07 02:00:00,0.3524,0.29643333,0.33333334,0.7219333,2,6
2007-01-07 03:00:00,0.29866666,0.3524,0.31286666,0.77856666,3,6
2007-01-07 04:00:00,0.35586664,0.29866666,0.30356666,1.2777667,4,6
2007-01-07 05:00:00,0.28536665,0.35586664,0.33526665,1.0507667,5,6
2007-01-07 06:00:00,0.33830002,0.28536665,0.29873332,2.5013666,6,6
